age,monthly_income,investment_knowledge,investment_experience,num_assets,time_horizon,goal_type,investment_frequency,dependents,market_sensitivity,net_worth,preferred_asset,education_level,employment_type,risk_profile,expected_return
49,16882,9,3,4,27,Education,Monthly,3,2,1762705,Mixed,Bachelors,Salaried,Speculative,3.7
33,5257,4,11,1,12,Wealth Accumulation,Yearly,3,7,435615,Bonds,Bachelors,Salaried,Speculative,3.82
35,16846,4,1,5,10,Education,Yearly,4,1,1003511,Crypto,PhD,Retired,Speculative,5.21
22,11420,4,6,5,11,Retirement,Quarterly,3,10,1135912,Bonds,PhD,Freelance,Speculative,2.0
53,14012,7,15,5,25,Wealth Accumulation,Quarterly,4,2,1773957,Mixed,PhD,Salaried,Speculative,4.77
47,1468,5,11,1,17,Education,Monthly,3,9,768219,Crypto,Masters,Retired,Speculative,4.06
62,6905,2,15,1,4,Retirement,Monthly,0,1,1948540,Crypto,Bachelors,Unemployed,Speculative,3.75
36,13308,7,13,2,6,Wealth Accumulation,Yearly,4,1,1809565,Stocks,Bachelors,Unemployed,Speculative,3.48
40,16634,3,0,1,7,Wealth Accumulation,Yearly,1,10,761540,Stocks,High School,Salaried,Speculative,3.27
51,15801,1,8,8,27,House,Quarterly,4,5,613735,Mixed,High School,Unemployed,Speculative,3.27
30,18523,9,6,4,5,Wealth Accumulation,Monthly,0,2,1931365,Stocks,Bachelors,Retired,Speculative,3.69
60,10628,5,4,6,6,House,Monthly,3,2,760522,Stocks,Masters,Unemployed,Speculative,2.38
46,9728,10,9,8,17,Wealth Accumulation,Monthly,0,8,329867,Bonds,Bachelors,Freelance,Aggressive,2.88
53,18335,1,9,5,14,House,Monthly,2,0,75834,Bonds,High School,Retired,Moderate,2.74
39,12005,1,17,6,11,Retirement,Yearly,0,8,890542,Bonds,Masters,Freelance,Speculative,2.0
69,8890,1,6,4,5,Wealth Accumulation,Monthly,0,10,829760,Mixed,Masters,Freelance,Speculative,3.52
69,8077,9,17,6,2,Retirement,Yearly,0,1,140368,Crypto,Bachelors,Freelance,Speculative,3.65
64,2971,8,12,6,14,Wealth Accumulation,Quarterly,1,1,285605,Real Estate,Bachelors,Unemployed,Speculative,2.7
53,14568,6,10,3,27,Wealth Accumulation,Monthly,1,4,1374332,Mixed,PhD,Freelance,Speculative,3.22
26,2191,10,9,4,16,Wealth Accumulation,Yearly,0,5,624356,Crypto,Bachelors,Retired,Speculative,4.25
56,13820,6,8,6,2,Wealth Accumulation,Yearly,2,7,1394557,Stocks,High School,Retired,Speculative,3.37
68,8765,6,14,8,17,Wealth Accumulation,Yearly,2,0,500064,Mixed,Masters,Salaried,Speculative,4.02
36,11254,4,13,7,26,Wealth Accumulation,Monthly,4,4,172078,Crypto,Masters,Retired,Speculative,3.52
55,4046,5,2,4,16,Education,Yearly,0,9,812522,Mixed,Masters,Freelance,Speculative,3.74
23,12750,10,13,3,9,Wealth Accumulation,Yearly,4,7,803744,Stocks,Bachelors,Salaried,Speculative,4.72
69,13703,3,15,8,20,House,Quarterly,3,10,1335424,Stocks,High School,Retired,Speculative,2.0
64,17688,3,2,6,20,Wealth Accumulation,Monthly,2,1,1884609,Mixed,Masters,Freelance,Speculative,2.22
32,9043,10,7,8,9,Retirement,Yearly,3,9,950380,Mixed,Bachelors,Salaried,Speculative,3.62
37,5908,7,1,9,5,House,Yearly,3,8,1038379,Real Estate,Masters,Retired,Speculative,3.01
26,11627,5,1,9,4,House,Monthly,0,9,1948946,Bonds,High School,Salaried,Speculative,2.4
49,3804,8,17,9,7,House,Monthly,2,3,968033,Crypto,Bachelors,Unemployed,Speculative,2.0
21,11176,5,6,1,29,Education,Yearly,4,10,171505,Stocks,Masters,Retired,Moderate,4.06
67,4936,4,16,3,29,Wealth Accumulation,Monthly,3,6,859317,Stocks,Masters,Retired,Speculative,2.55
35,18096,3,5,9,5,Retirement,Monthly,0,0,149216,Crypto,High School,Salaried,Aggressive,3.81
22,10873,2,9,4,24,Retirement,Monthly,1,1,450204,Mixed,High School,Salaried,Speculative,2.09
37,12390,3,6,2,3,Retirement,Monthly,2,0,677240,Real Estate,High School,Salaried,Speculative,4.0
40,9366,7,3,1,8,Education,Monthly,1,7,824585,Crypto,Bachelors,Freelance,Speculative,2.0
28,15614,8,10,5,16,Education,Yearly,4,0,1629265,Mixed,High School,Unemployed,Speculative,2.94
54,7506,5,15,4,27,Education,Yearly,4,8,907950,Stocks,High School,Freelance,Speculative,2.25
39,19156,1,16,5,6,Wealth Accumulation,Quarterly,4,6,1768744,Mixed,PhD,Salaried,Speculative,5.27
21,18458,3,5,5,29,Education,Quarterly,2,4,235120,Bonds,Masters,Unemployed,Moderate,2.06
46,9783,4,19,8,9,Retirement,Monthly,3,0,1216422,Real Estate,High School,Retired,Speculative,2.95
61,12170,10,18,6,22,Education,Monthly,0,3,1722635,Bonds,PhD,Salaried,Speculative,2.65
51,15609,4,19,3,20,Retirement,Yearly,3,2,1589962,Bonds,Masters,Freelance,Speculative,4.18
30,8322,1,17,9,18,House,Quarterly,2,6,832844,Mixed,PhD,Unemployed,Speculative,3.75
59,13174,10,14,8,11,Retirement,Monthly,1,0,1492312,Mixed,High School,Salaried,Speculative,4.81
26,17208,9,1,9,19,House,Monthly,0,9,1430392,Crypto,Bachelors,Unemployed,Speculative,3.92
59,3410,10,18,4,7,Wealth Accumulation,Quarterly,4,3,1649428,Stocks,Masters,Salaried,Speculative,3.5
48,14636,4,5,8,10,Education,Quarterly,1,10,348930,Real Estate,PhD,Freelance,Moderate,2.0
24,10039,2,11,3,5,Wealth Accumulation,Monthly,3,4,114120,Bonds,PhD,Retired,Moderate,2.0
21,15990,9,0,5,7,Wealth Accumulation,Quarterly,0,2,19508,Mixed,PhD,Unemployed,Conservative,2.73
36,7441,4,10,7,23,Wealth Accumulation,Quarterly,4,4,604206,Stocks,High School,Retired,Speculative,4.86
59,9685,4,18,1,6,House,Quarterly,0,3,856691,Crypto,Masters,Freelance,Speculative,5.33
47,14778,6,3,1,18,Education,Yearly,3,4,626142,Mixed,Masters,Freelance,Speculative,2.09
48,14191,8,18,3,21,Wealth Accumulation,Monthly,2,8,35568,Crypto,PhD,Salaried,Speculative,3.68
52,10732,5,5,4,15,Wealth Accumulation,Quarterly,3,7,1088380,Mixed,Bachelors,Retired,Speculative,3.31
38,4956,8,7,1,27,Retirement,Quarterly,2,7,1883769,Real Estate,Masters,Retired,Speculative,3.65
48,7553,1,8,8,10,Retirement,Monthly,4,1,1085536,Bonds,Masters,Freelance,Speculative,3.26
36,3365,4,9,2,6,Education,Yearly,3,2,526715,Crypto,High School,Retired,Speculative,2.37
48,7668,1,9,5,24,Retirement,Monthly,3,10,1830716,Crypto,PhD,Unemployed,Speculative,3.02
49,6000,3,9,6,1,House,Quarterly,3,3,321556,Crypto,High School,Freelance,Speculative,2.73
19,4675,7,3,6,28,House,Quarterly,3,9,296712,Mixed,Bachelors,Retired,Moderate,2.88
69,13907,1,17,6,28,House,Monthly,2,0,1631721,Crypto,PhD,Unemployed,Speculative,4.74
27,18336,5,11,1,28,Wealth Accumulation,Yearly,2,8,1815588,Mixed,Bachelors,Retired,Speculative,3.36
19,16136,1,10,3,10,Education,Monthly,1,1,1935044,Mixed,Bachelors,Freelance,Speculative,2.35
19,12155,6,15,3,23,House,Monthly,4,1,55526,Real Estate,High School,Salaried,Aggressive,4.9
41,13219,9,18,8,15,House,Monthly,4,7,292303,Mixed,PhD,Salaried,Speculative,3.87
34,4247,3,10,6,14,House,Yearly,2,9,1674505,Stocks,Masters,Unemployed,Speculative,3.21
49,5415,6,3,2,16,House,Monthly,1,8,1315475,Crypto,PhD,Unemployed,Speculative,3.36
33,7472,4,11,1,5,House,Monthly,1,0,1268415,Bonds,High School,Retired,Speculative,3.65
33,5848,6,16,4,14,House,Monthly,3,1,611944,Crypto,Masters,Salaried,Speculative,5.8
63,2037,2,12,1,16,Education,Quarterly,1,9,1903333,Stocks,Bachelors,Retired,Speculative,5.67
56,16634,4,3,5,14,House,Yearly,4,4,479920,Mixed,Masters,Salaried,Aggressive,3.4
48,9262,7,5,8,7,Education,Quarterly,0,8,1963520,Real Estate,PhD,Salaried,Speculative,3.94
60,12066,6,6,2,19,Education,Quarterly,2,9,890146,Mixed,High School,Retired,Speculative,3.03
41,16554,9,7,8,4,Education,Monthly,3,4,1648992,Real Estate,PhD,Unemployed,Speculative,2.41
18,8008,7,1,8,18,House,Quarterly,1,6,1600813,Bonds,PhD,Salaried,Speculative,4.56
28,16263,1,8,6,28,House,Monthly,2,5,569593,Crypto,Bachelors,Unemployed,Speculative,2.0
38,17238,6,9,8,22,Education,Monthly,2,5,1980776,Mixed,High School,Unemployed,Speculative,3.34
21,6642,3,18,2,21,Education,Monthly,2,1,557933,Real Estate,PhD,Freelance,Speculative,4.63
24,17489,8,0,7,15,House,Quarterly,4,9,464187,Real Estate,Masters,Unemployed,Moderate,3.21
43,18153,1,15,8,17,Retirement,Yearly,3,7,813271,Stocks,Masters,Salaried,Speculative,4.35
64,15531,10,17,4,1,Retirement,Monthly,0,5,311167,Stocks,Bachelors,Retired,Speculative,3.29
67,11384,2,7,9,24,Retirement,Yearly,3,3,687746,Crypto,High School,Salaried,Speculative,2.94
29,17336,3,9,6,15,House,Yearly,1,6,144423,Real Estate,High School,Freelance,Moderate,3.42
48,14661,3,10,3,16,Education,Quarterly,3,8,1566047,Bonds,PhD,Freelance,Speculative,3.22
34,12687,7,16,4,24,Retirement,Monthly,4,6,1720585,Real Estate,PhD,Unemployed,Speculative,2.95
50,14404,8,6,4,22,Wealth Accumulation,Quarterly,0,5,57033,Real Estate,Bachelors,Salaried,Conservative,3.61
28,5355,9,2,1,11,Wealth Accumulation,Yearly,3,1,662555,Mixed,Masters,Unemployed,Speculative,3.74
45,1933,7,6,1,9,Education,Yearly,1,2,1950656,Mixed,Masters,Retired,Speculative,2.28
49,9766,8,5,1,17,Wealth Accumulation,Yearly,3,6,253893,Stocks,Bachelors,Unemployed,Aggressive,2.03
18,6906,6,2,4,26,House,Monthly,4,10,974690,Mixed,PhD,Freelance,Speculative,3.22
64,13572,2,7,1,15,Wealth Accumulation,Monthly,2,0,1778141,Real Estate,Masters,Freelance,Speculative,2.61
45,13279,1,0,6,8,Education,Quarterly,4,0,1649006,Mixed,Bachelors,Unemployed,Speculative,2.67
59,11723,3,4,2,18,Retirement,Yearly,4,2,992647,Stocks,PhD,Unemployed,Speculative,2.03
24,11611,9,18,1,8,House,Monthly,4,10,1257015,Crypto,High School,Unemployed,Speculative,4.61
19,9261,7,12,7,3,Education,Yearly,0,4,1109082,Bonds,PhD,Retired,Speculative,4.67
59,5474,2,10,6,22,House,Monthly,3,2,574990,Real Estate,Masters,Freelance,Speculative,2.08
41,17638,1,10,1,23,Retirement,Quarterly,1,8,363466,Bonds,Bachelors,Freelance,Aggressive,2.0
21,5787,2,1,9,19,Retirement,Yearly,2,6,892601,Crypto,Bachelors,Freelance,Speculative,4.22
61,14575,3,8,6,14,Retirement,Monthly,2,1,417411,Real Estate,Masters,Retired,Speculative,4.17
36,8862,6,1,2,2,House,Quarterly,0,9,1359529,Bonds,Bachelors,Unemployed,Speculative,2.37
43,11956,9,18,7,1,Wealth Accumulation,Quarterly,1,9,1360880,Crypto,Bachelors,Unemployed,Speculative,4.28
28,11663,8,11,3,5,House,Monthly,2,2,245470,Real Estate,Bachelors,Freelance,Aggressive,3.34
57,17120,10,8,7,17,Retirement,Quarterly,1,2,352204,Crypto,High School,Unemployed,Speculative,2.79
67,4742,9,8,9,1,House,Monthly,1,8,645362,Real Estate,Bachelors,Retired,Speculative,4.18
60,3035,8,9,5,21,House,Yearly,3,6,1932490,Real Estate,PhD,Freelance,Speculative,3.31
28,2967,7,4,1,16,Wealth Accumulation,Quarterly,0,10,1979871,Crypto,Bachelors,Freelance,Speculative,3.51
62,2852,6,8,5,3,Retirement,Yearly,4,10,1806946,Stocks,PhD,Freelance,Speculative,4.39
20,11547,8,17,8,10,Wealth Accumulation,Monthly,4,2,645161,Bonds,PhD,Retired,Speculative,2.6
29,7618,6,9,8,19,Retirement,Yearly,2,10,1545722,Stocks,High School,Freelance,Speculative,5.03
20,14859,2,16,3,11,Education,Quarterly,2,0,727218,Mixed,Masters,Salaried,Speculative,3.42
59,9303,9,9,4,23,Retirement,Quarterly,0,10,717212,Bonds,Bachelors,Retired,Speculative,4.2
44,12350,9,13,8,3,House,Quarterly,3,3,682387,Real Estate,Bachelors,Retired,Speculative,2.38
66,17566,3,3,8,2,Education,Quarterly,2,4,1848231,Bonds,PhD,Salaried,Speculative,3.55
19,1164,9,9,7,3,House,Monthly,2,8,995894,Bonds,High School,Salaried,Speculative,2.05
66,7958,2,17,6,15,Education,Yearly,1,3,1841400,Mixed,Bachelors,Freelance,Speculative,3.72
33,3137,3,4,4,27,House,Monthly,0,9,1290589,Stocks,High School,Retired,Speculative,3.11
19,11215,6,8,9,20,Education,Quarterly,4,1,235753,Real Estate,PhD,Retired,Aggressive,2.12
47,17838,4,5,2,9,Education,Yearly,0,0,249310,Bonds,High School,Salaried,Moderate,2.92
37,19669,8,15,2,15,House,Quarterly,4,4,507070,Stocks,High School,Salaried,Speculative,2.78
55,17925,1,15,1,28,Education,Yearly,1,2,435528,Mixed,Masters,Unemployed,Speculative,2.43
45,7033,6,10,3,2,House,Yearly,3,8,864971,Stocks,Masters,Salaried,Speculative,3.64
42,3665,2,14,3,6,Wealth Accumulation,Quarterly,4,2,535192,Mixed,PhD,Salaried,Speculative,2.61
49,14129,6,18,4,5,House,Monthly,1,2,1315489,Bonds,PhD,Freelance,Speculative,5.31
27,13125,1,2,3,6,Wealth Accumulation,Quarterly,3,1,664294,Real Estate,PhD,Unemployed,Speculative,2.65
59,7189,2,15,6,5,Education,Yearly,1,2,917228,Stocks,PhD,Unemployed,Speculative,3.14
57,14708,9,19,9,22,Retirement,Monthly,3,8,1896175,Mixed,High School,Salaried,Speculative,4.46
50,19072,6,4,8,12,Wealth Accumulation,Monthly,2,6,1323048,Real Estate,PhD,Retired,Speculative,2.51
30,6095,8,8,6,4,Retirement,Monthly,3,1,1629255,Bonds,High School,Salaried,Speculative,3.27
58,15409,7,4,8,24,Retirement,Monthly,4,2,1447267,Stocks,Masters,Unemployed,Speculative,3.38
59,8583,9,3,8,28,House,Yearly,3,7,1262609,Crypto,PhD,Freelance,Speculative,5.3
64,2637,9,12,6,25,House,Yearly,0,9,117483,Real Estate,Masters,Retired,Moderate,3.24
54,15670,4,19,2,26,Retirement,Quarterly,3,7,1428277,Stocks,Bachelors,Salaried,Speculative,4.71
33,6966,7,16,5,23,House,Yearly,1,9,580998,Mixed,Bachelors,Unemployed,Speculative,4.85
62,5670,5,19,4,14,Retirement,Quarterly,4,0,1883984,Crypto,High School,Freelance,Speculative,2.0
39,6203,7,11,6,14,House,Yearly,2,0,210273,Real Estate,Masters,Retired,Aggressive,2.0
37,19274,4,19,2,11,House,Quarterly,2,7,849272,Crypto,Masters,Unemployed,Speculative,3.92
67,9669,10,19,4,28,House,Monthly,1,7,1635317,Real Estate,Bachelors,Freelance,Speculative,3.43
60,15968,1,6,8,1,Retirement,Monthly,2,10,786362,Bonds,PhD,Salaried,Speculative,3.29
44,3366,4,0,1,21,Education,Yearly,4,1,1185449,Mixed,High School,Retired,Speculative,2.17
58,19910,10,15,3,23,House,Monthly,1,7,1419029,Mixed,PhD,Retired,Speculative,6.02
33,1366,3,6,4,5,House,Quarterly,4,0,266800,Bonds,Masters,Retired,Moderate,2.94
51,16647,9,1,2,5,Retirement,Quarterly,2,4,1349985,Real Estate,Masters,Freelance,Speculative,4.25
49,10907,5,11,2,12,Wealth Accumulation,Monthly,2,9,809196,Real Estate,Masters,Unemployed,Speculative,4.33
43,7606,4,10,6,5,Retirement,Monthly,0,4,424294,Mixed,High School,Unemployed,Speculative,4.52
42,1012,8,7,6,21,House,Monthly,1,7,1215350,Stocks,High School,Retired,Speculative,4.0
19,3317,5,0,3,13,House,Yearly,3,7,800941,Real Estate,Masters,Salaried,Speculative,2.27
29,16429,3,2,8,11,Education,Quarterly,1,9,421303,Bonds,High School,Unemployed,Moderate,3.89
57,8485,2,7,3,21,House,Yearly,4,3,1495346,Mixed,PhD,Unemployed,Speculative,4.56
26,17759,8,7,2,1,Wealth Accumulation,Yearly,2,1,938915,Bonds,Bachelors,Unemployed,Speculative,3.66
29,1256,2,10,5,12,House,Quarterly,0,5,1565951,Bonds,Bachelors,Salaried,Speculative,3.78
43,17833,8,4,7,6,House,Quarterly,1,10,730928,Real Estate,Bachelors,Unemployed,Speculative,2.1
26,16903,5,7,1,27,Education,Quarterly,4,3,817267,Bonds,High School,Freelance,Speculative,4.1
27,4212,8,8,2,11,Wealth Accumulation,Yearly,0,1,435567,Mixed,Bachelors,Freelance,Speculative,4.88
49,7175,5,16,2,12,Wealth Accumulation,Quarterly,0,8,999231,Stocks,Masters,Retired,Speculative,3.98
51,14571,1,4,8,29,House,Monthly,0,8,331608,Mixed,Masters,Unemployed,Moderate,2.0
65,17087,2,18,6,6,Wealth Accumulation,Quarterly,2,6,182529,Crypto,High School,Salaried,Speculative,2.08
37,8446,6,18,4,24,Education,Yearly,4,1,232915,Mixed,Bachelors,Unemployed,Speculative,3.17
56,18692,3,1,4,5,Retirement,Monthly,0,2,400226,Crypto,High School,Retired,Speculative,2.0
19,15877,8,18,5,18,House,Monthly,2,8,1548488,Real Estate,PhD,Freelance,Speculative,5.95
18,13943,5,14,3,16,House,Yearly,2,7,1039215,Crypto,PhD,Salaried,Speculative,3.74
68,11306,3,7,4,13,Wealth Accumulation,Yearly,2,10,942019,Stocks,PhD,Retired,Speculative,3.92
53,5016,10,7,4,7,House,Quarterly,1,9,1598568,Real Estate,High School,Unemployed,Speculative,2.0
41,6912,7,0,7,14,House,Monthly,2,1,787092,Stocks,PhD,Unemployed,Speculative,2.86
44,1442,8,13,7,1,Education,Quarterly,4,4,1538380,Crypto,PhD,Salaried,Speculative,2.47
19,3944,4,10,1,21,Retirement,Monthly,3,1,1000379,Real Estate,High School,Salaried,Speculative,4.41
48,4936,9,6,3,28,Retirement,Yearly,1,10,78316,Crypto,Masters,Unemployed,Moderate,3.57
31,1398,6,17,9,21,Wealth Accumulation,Monthly,0,0,1431791,Bonds,High School,Freelance,Speculative,2.0
19,16696,1,14,6,12,Education,Monthly,2,8,908978,Stocks,Masters,Retired,Speculative,3.89
46,3995,5,9,6,3,Education,Monthly,1,6,669283,Bonds,PhD,Freelance,Speculative,4.16
32,7329,5,3,4,18,Education,Quarterly,1,3,478337,Stocks,High School,Unemployed,Speculative,2.34
29,3216,7,0,9,11,Education,Monthly,4,2,1768287,Stocks,Bachelors,Unemployed,Speculative,2.9
54,19091,7,13,3,20,House,Quarterly,0,2,1669723,Real Estate,Masters,Salaried,Speculative,3.53
45,12523,6,19,8,7,Wealth Accumulation,Monthly,3,6,814383,Bonds,High School,Freelance,Speculative,3.59
37,3568,8,19,6,10,Wealth Accumulation,Quarterly,3,9,547761,Crypto,Bachelors,Unemployed,Speculative,3.72
56,1160,2,8,2,19,House,Quarterly,1,8,829740,Real Estate,High School,Freelance,Speculative,3.78
41,16648,7,12,3,13,Wealth Accumulation,Monthly,1,6,309083,Stocks,Bachelors,Retired,Speculative,3.72
38,9067,10,16,1,14,Education,Yearly,0,1,1231134,Crypto,Masters,Unemployed,Speculative,4.65
27,4904,7,19,3,15,House,Yearly,1,5,1246410,Stocks,Masters,Retired,Speculative,4.94
63,4573,4,3,4,6,House,Monthly,2,7,1320140,Stocks,High School,Unemployed,Speculative,3.58
31,2825,10,4,6,7,Retirement,Monthly,3,6,1928406,Crypto,PhD,Unemployed,Speculative,3.68
54,14786,2,17,7,13,House,Yearly,2,1,58869,Mixed,High School,Retired,Aggressive,2.0
35,10815,4,16,3,16,Retirement,Quarterly,4,6,488444,Crypto,High School,Salaried,Speculative,3.49
41,14794,4,6,7,15,House,Yearly,1,8,857548,Real Estate,Bachelors,Salaried,Speculative,3.25
31,2176,6,9,4,18,Wealth Accumulation,Yearly,0,10,294017,Crypto,PhD,Unemployed,Speculative,5.69
51,8820,7,8,1,3,Retirement,Yearly,4,2,1505646,Real Estate,Masters,Retired,Speculative,3.88
29,17514,3,12,1,16,Retirement,Quarterly,4,10,501506,Bonds,High School,Salaried,Speculative,2.42
39,2499,10,17,8,25,Retirement,Yearly,0,2,840769,Crypto,Bachelors,Unemployed,Speculative,5.02
23,8626,1,11,7,1,Retirement,Monthly,4,4,1448558,Bonds,Bachelors,Unemployed,Speculative,4.09
53,17137,3,7,4,24,Education,Monthly,2,8,450943,Crypto,Masters,Salaried,Speculative,2.63
62,4708,9,17,1,1,House,Quarterly,4,10,510645,Real Estate,PhD,Retired,Speculative,3.18
53,2769,1,4,6,19,Education,Monthly,0,0,1864414,Bonds,Masters,Salaried,Speculative,2.28
39,10510,8,6,7,6,Wealth Accumulation,Quarterly,3,6,312630,Mixed,PhD,Unemployed,Aggressive,2.0
31,15226,2,14,6,11,House,Yearly,1,6,481944,Crypto,High School,Freelance,Speculative,4.84
33,16634,6,2,6,24,Education,Yearly,0,3,284944,Real Estate,Masters,Retired,Moderate,2.71
53,7731,3,17,8,7,House,Monthly,2,5,853707,Real Estate,High School,Freelance,Speculative,3.46
42,11965,7,5,6,3,Education,Monthly,2,0,1171045,Stocks,Masters,Freelance,Speculative,4.76
49,1375,2,5,2,28,Wealth Accumulation,Yearly,3,9,514679,Real Estate,PhD,Freelance,Aggressive,2.6
50,16517,4,19,7,6,Education,Yearly,2,10,892757,Real Estate,PhD,Unemployed,Speculative,2.55
62,7218,10,0,4,1,Wealth Accumulation,Monthly,0,3,1501349,Crypto,Bachelors,Freelance,Speculative,4.5
53,18124,9,16,3,8,Retirement,Quarterly,2,10,1387238,Bonds,Masters,Freelance,Speculative,3.83
37,9495,6,10,8,25,Education,Quarterly,3,2,139716,Crypto,Bachelors,Retired,Speculative,3.1
35,2085,4,1,5,25,Retirement,Quarterly,3,4,1422408,Crypto,Bachelors,Salaried,Speculative,2.86
55,14073,2,8,4,14,Wealth Accumulation,Monthly,4,7,1803073,Mixed,Bachelors,Unemployed,Speculative,2.77
20,12371,10,18,4,4,Retirement,Quarterly,4,4,1513762,Mixed,High School,Salaried,Speculative,4.05
40,18594,9,5,5,4,Education,Quarterly,2,0,1162313,Crypto,Bachelors,Unemployed,Speculative,2.45
49,12226,4,6,4,23,House,Yearly,2,1,1041076,Mixed,PhD,Retired,Speculative,2.69
62,11046,9,3,3,23,Education,Yearly,2,1,780207,Stocks,High School,Salaried,Speculative,5.14
33,17651,2,2,4,16,Retirement,Yearly,2,8,1619140,Real Estate,Bachelors,Salaried,Speculative,2.97
22,12041,7,1,5,11,Retirement,Yearly,4,9,454527,Crypto,Bachelors,Unemployed,Speculative,3.24
21,5349,5,9,2,22,Education,Yearly,0,6,1344768,Bonds,High School,Unemployed,Speculative,2.0
38,5965,8,9,7,7,Education,Monthly,0,3,1113264,Mixed,Masters,Salaried,Speculative,2.73
57,14492,8,16,5,1,Education,Quarterly,0,8,282705,Stocks,PhD,Salaried,Speculative,4.13
68,14336,4,15,9,9,Education,Quarterly,4,8,1362399,Mixed,High School,Freelance,Speculative,4.08
31,18373,4,0,6,29,Wealth Accumulation,Monthly,0,6,1084763,Stocks,Bachelors,Salaried,Speculative,2.73
56,13684,8,11,1,6,House,Quarterly,0,10,510001,Stocks,PhD,Salaried,Speculative,4.37
48,18321,3,19,9,24,Retirement,Quarterly,4,8,1299525,Stocks,PhD,Unemployed,Speculative,4.03
31,7654,7,19,5,13,Wealth Accumulation,Quarterly,1,8,509950,Crypto,High School,Salaried,Speculative,4.15
23,8342,8,9,9,21,Education,Yearly,2,6,1773015,Real Estate,High School,Freelance,Speculative,3.04
29,3358,8,0,1,12,Education,Yearly,2,4,1408496,Crypto,PhD,Salaried,Speculative,3.99
33,7360,10,15,2,23,Wealth Accumulation,Monthly,1,8,1281453,Real Estate,Masters,Retired,Speculative,4.95
34,4743,4,10,3,19,Education,Yearly,3,2,1332035,Bonds,High School,Unemployed,Speculative,4.56
62,8159,9,3,5,26,Retirement,Quarterly,0,3,1115005,Mixed,Masters,Unemployed,Speculative,3.82
40,1518,10,2,6,17,Retirement,Monthly,1,5,860787,Crypto,High School,Salaried,Speculative,3.45
31,17652,4,12,5,23,Retirement,Quarterly,0,6,1219640,Mixed,High School,Retired,Speculative,4.4
24,13925,8,14,1,21,Wealth Accumulation,Quarterly,1,9,793201,Mixed,Masters,Freelance,Speculative,3.39
63,15810,6,9,4,1,Education,Monthly,2,7,378482,Bonds,Masters,Freelance,Aggressive,3.04
49,17239,5,5,6,9,Wealth Accumulation,Quarterly,0,3,1694320,Mixed,High School,Salaried,Speculative,2.59
32,6475,4,10,4,25,Retirement,Monthly,4,8,1842969,Real Estate,Masters,Salaried,Speculative,3.46
61,5185,5,0,4,22,Wealth Accumulation,Monthly,2,2,1113701,Crypto,High School,Salaried,Speculative,2.34
34,6161,1,19,5,27,Education,Quarterly,2,2,796012,Bonds,PhD,Salaried,Speculative,2.0
